/home/paperspace/biomlbench/scripts/gcp-deploy/deploy.py:170: SyntaxWarning: invalid escape sequence '\/'
  File "/home/runner/.local/share/uv/python/cpython-3.12.11-linux-x86_64-gnu/lib/python3.12/asyncio/base_events.py", line 691, in run_until_complete
    return future.result()
           ^^^^^^^^^^^^^^^
  File "/home/runner/biomlbench/biomlbench/agents.py", line 417, in run_agent_async
    raise RuntimeError(
RuntimeError: All 1 agent runs failed! This indicates a systematic issue (missing Docker image, API keys, etc.). Check the error messages above and the detailed logs in: /home/runner/biomlbench/runs/2025-08-20T01-01-57-GMT_run-group_biomni

[2025-08-20 01:06:12] Deleting VM: bioml-biomni-polarishub-tdcommons-herg-51fca13c
[2025-08-20 01:06:12] ❌ Job failed on bioml-biomni-proteingym-dms-q8eg35-sheon-campbell-ba15-f23403ca: biomni -> proteingym-dms/Q8EG35_SHEON_Campbell_2022_indels
[2025-08-20 01:06:12] Error output: [2025-08-20 01:01:57,900] [agents.py:461] Running agent 'biomni' on tasks: ['proteingym-dms/Q8EG35_SHEON_Campbell_2022_indels']
[2025-08-20 01:01:57,972] [agents.py:286] Launching run group: 2025-08-20T01-01-57-GMT_run-group_biomni
[2025-08-20 01:01:57,975] [agents.py:319] Creating 1 workers to serve 1 tasks...
[2025-08-20 01:01:58,105] [utils.py:159] Container created: task-proteingym-dms-Q8EG35_SHEON_Campbell_2022_indels-2025-08-20T01-01-57-GMT-fd296bffff864ba28100f86eb0796122
[2025-08-20 01:06:10,697] [utils.py:392] Generated submission file: /home/runner/biomlbench/runs/2025-08-20T01-01-57-GMT_run-group_biomni/submission.jsonl
[2025-08-20 01:06:10,697] [agents.py:368] 1 workers ran for 252.72 seconds in total
[2025-08-20 01:06:10,697] [agents.py:369] Results saved to: /home/runner/biomlbench/runs/2025-08-20T01-01-57-GMT_run-group_biomni
[2025-08-20 01:06:10,697] [agents.py:373] ❌ 1/1 runs FAILED!
[2025-08-20 01:06:10,697] [agents.py:374] ✅ 0/1 runs succeeded
[2025-08-20 01:06:11,249] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:06:11,249] [s3_utils.py:108] Compressing 2025-08-20T01-01-57-GMT_run-group_biomni to /tmp/tmpormen6ek.tar.gz
[2025-08-20 01:06:11,252] [s3_utils.py:134] Uploading tmpormen6ek.tar.gz (0.0 MB) to s3://biomlbench/v1/artifacts/failed_runs/2025-08-20T01-01-57-GMT_run-group_biomni.tar.gz
[2025-08-20 01:06:11,342] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/failed_runs/2025-08-20T01-01-57-GMT_run-group_biomni.tar.gz
[2025-08-20 01:06:11,342] [agents.py:381] 📤 Successfully uploaded failed run group artifacts to S3 failed_runs folder
[2025-08-20 01:06:11,342] [agents.py:408] 📋 Check detailed error logs:
[2025-08-20 01:06:11,342] [agents.py:409]    cat /home/runner/biomlbench/runs/2025-08-20T01-01-57-GMT_run-group_biomni/proteingym-dms/Q8EG35_SHEON_Campbell_2022_indels_59fe197e-2ad6-4e4c-945a-575ab3279be4/run.log
[2025-08-20 01:06:11,342] [agents.py:413] 🚨 AGENT EXECUTION FAILED - See errors above
Traceback (most recent call last):
  File "/home/runner/biomlbench/.venv/bin/biomlbench", line 10, in <module>
    sys.exit(main())
             ^^^^^^
  File "/home/runner/biomlbench/biomlbench/cli.py", line 460, in main
    run_agent(args)
  File "/home/runner/biomlbench/biomlbench/agents.py", line 464, in run_agent
    run_group, submission_path = asyncio.run(
                                 ^^^^^^^^^^^^
  File "/home/runner/.local/share/uv/python/cpython-3.12.11-linux-x86_64-gnu/lib/python3.12/asyncio/runners.py", line 195, in run
    return runner.run(main)
           ^^^^^^^^^^^^^^^^
  File "/home/runner/.local/share/uv/python/cpython-3.12.11-linux-x86_64-gnu/lib/python3.12/asyncio/runners.py", line 118, in run
    return self._loop.run_until_complete(task)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/runner/.local/share/uv/python/cpython-3.12.11-linux-x86_64-gnu/lib/python3.12/asyncio/base_events.py", line 691, in run_until_complete
    return future.result()
           ^^^^^^^^^^^^^^^
  File "/home/runner/biomlbench/biomlbench/agents.py", line 417, in run_agent_async
    raise RuntimeError(
RuntimeError: All 1 agent runs failed! This indicates a systematic issue (missing Docker image, API keys, etc.). Check the error messages above and the detailed logs in: /home/runner/biomlbench/runs/2025-08-20T01-01-57-GMT_run-group_biomni

[2025-08-20 01:06:12] Deleting VM: bioml-biomni-proteingym-dms-q8eg35-sheon-campbell-ba15-f23403ca
[2025-08-20 01:06:12] ❌ Job failed on bioml-biomni-proteingym-dms-sbi-staam-tsuboyama-2-a75d-36883c2d: biomni -> proteingym-dms/SBI_STAAM_Tsuboyama_2023_2JVG
[2025-08-20 01:06:12] Error output: [2025-08-20 01:01:58,113] [agents.py:461] Running agent 'biomni' on tasks: ['proteingym-dms/SBI_STAAM_Tsuboyama_2023_2JVG']
[2025-08-20 01:01:58,181] [agents.py:286] Launching run group: 2025-08-20T01-01-58-GMT_run-group_biomni
[2025-08-20 01:01:58,189] [agents.py:297] Using task-specific time limit of 28800s for task proteingym-dms/SBI_STAAM_Tsuboyama_2023_2JVG
[2025-08-20 01:01:58,190] [agents.py:319] Creating 1 workers to serve 1 tasks...
[2025-08-20 01:01:58,294] [utils.py:159] Container created: task-proteingym-dms-SBI_STAAM_Tsuboyama_2023_2JVG-2025-08-20T01-01-58-GMT-8bb1d48410c34e0e8c14c052f05367dc
[2025-08-20 01:06:10,782] [utils.py:392] Generated submission file: /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_biomni/submission.jsonl
[2025-08-20 01:06:10,782] [agents.py:368] 1 workers ran for 252.59 seconds in total
[2025-08-20 01:06:10,782] [agents.py:369] Results saved to: /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_biomni
[2025-08-20 01:06:10,782] [agents.py:373] ❌ 1/1 runs FAILED!
[2025-08-20 01:06:10,782] [agents.py:374] ✅ 0/1 runs succeeded
[2025-08-20 01:06:11,357] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:06:11,357] [s3_utils.py:108] Compressing 2025-08-20T01-01-58-GMT_run-group_biomni to /tmp/tmporwviaz_.tar.gz
[2025-08-20 01:06:11,360] [s3_utils.py:134] Uploading tmporwviaz_.tar.gz (0.0 MB) to s3://biomlbench/v1/artifacts/failed_runs/2025-08-20T01-01-58-GMT_run-group_biomni.tar.gz
[2025-08-20 01:06:11,466] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/failed_runs/2025-08-20T01-01-58-GMT_run-group_biomni.tar.gz
[2025-08-20 01:06:11,466] [agents.py:381] 📤 Successfully uploaded failed run group artifacts to S3 failed_runs folder
[2025-08-20 01:06:11,466] [agents.py:408] 📋 Check detailed error logs:
[2025-08-20 01:06:11,466] [agents.py:409]    cat /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_biomni/proteingym-dms/SBI_STAAM_Tsuboyama_2023_2JVG_a03b7c7e-a03e-492e-b87a-d11eeb8c28bd/run.log
[2025-08-20 01:06:11,466] [agents.py:413] 🚨 AGENT EXECUTION FAILED - See errors above
Traceback (most recent call last):
  File "/home/runner/biomlbench/.venv/bin/biomlbench", line 10, in <module>
    sys.exit(main())
             ^^^^^^
  File "/home/runner/biomlbench/biomlbench/cli.py", line 460, in main
    run_agent(args)
  File "/home/runner/biomlbench/biomlbench/agents.py", line 464, in run_agent
    run_group, submission_path = asyncio.run(
                                 ^^^^^^^^^^^^
  File "/home/runner/.local/share/uv/python/cpython-3.12.11-linux-x86_64-gnu/lib/python3.12/asyncio/runners.py", line 195, in run
    return runner.run(main)
           ^^^^^^^^^^^^^^^^
  File "/home/runner/.local/share/uv/python/cpython-3.12.11-linux-x86_64-gnu/lib/python3.12/asyncio/runners.py", line 118, in run
    return self._loop.run_until_complete(task)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/runner/.local/share/uv/python/cpython-3.12.11-linux-x86_64-gnu/lib/python3.12/asyncio/base_events.py", line 691, in run_until_complete
    return future.result()
           ^^^^^^^^^^^^^^^
  File "/home/runner/biomlbench/biomlbench/agents.py", line 417, in run_agent_async
    raise RuntimeError(
RuntimeError: All 1 agent runs failed! This indicates a systematic issue (missing Docker image, API keys, etc.). Check the error messages above and the detailed logs in: /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_biomni

[2025-08-20 01:06:12] Deleting VM: bioml-biomni-proteingym-dms-sbi-staam-tsuboyama-2-a75d-36883c2d
[2025-08-20 01:06:12] ❌ Job failed on bioml-biomni-polarishub-polaris-adme-fang-hclint-1-a1b05786: biomni -> polarishub/polaris-adme-fang-hclint-1
[2025-08-20 01:06:12] Error output: [2025-08-20 01:01:58,129] [agents.py:461] Running agent 'biomni' on tasks: ['polarishub/polaris-adme-fang-hclint-1']
[2025-08-20 01:01:58,184] [agents.py:286] Launching run group: 2025-08-20T01-01-58-GMT_run-group_biomni
[2025-08-20 01:01:58,192] [agents.py:297] Using task-specific time limit of 28800s for task polarishub/polaris-adme-fang-hclint-1
[2025-08-20 01:01:58,193] [agents.py:319] Creating 1 workers to serve 1 tasks...
[2025-08-20 01:01:58,286] [utils.py:159] Container created: task-polarishub-polaris-adme-fang-hclint-1-2025-08-20T01-01-58-GMT-96ab58384acc465984572903d8e6b92b
[2025-08-20 01:06:10,809] [utils.py:392] Generated submission file: /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_biomni/submission.jsonl
[2025-08-20 01:06:10,810] [agents.py:368] 1 workers ran for 252.62 seconds in total
[2025-08-20 01:06:10,810] [agents.py:369] Results saved to: /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_biomni
[2025-08-20 01:06:10,810] [agents.py:373] ❌ 1/1 runs FAILED!
[2025-08-20 01:06:10,810] [agents.py:374] ✅ 0/1 runs succeeded
[2025-08-20 01:06:11,406] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:06:11,407] [s3_utils.py:108] Compressing 2025-08-20T01-01-58-GMT_run-group_biomni to /tmp/tmpz5qk2q78.tar.gz
[2025-08-20 01:06:11,409] [s3_utils.py:134] Uploading tmpz5qk2q78.tar.gz (0.0 MB) to s3://biomlbench/v1/artifacts/failed_runs/2025-08-20T01-01-58-GMT_run-group_biomni.tar.gz
[2025-08-20 01:06:11,509] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/failed_runs/2025-08-20T01-01-58-GMT_run-group_biomni.tar.gz
[2025-08-20 01:06:11,510] [agents.py:381] 📤 Successfully uploaded failed run group artifacts to S3 failed_runs folder
[2025-08-20 01:06:11,510] [agents.py:408] 📋 Check detailed error logs:
[2025-08-20 01:06:11,510] [agents.py:409]    cat /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_biomni/polarishub/polaris-adme-fang-hclint-1_ce60fce8-74b9-4edd-b5f3-fa2a3dc133bd/run.log
[2025-08-20 01:06:11,510] [agents.py:413] 🚨 AGENT EXECUTION FAILED - See errors above
Traceback (most recent call last):
  File "/home/runner/biomlbench/.venv/bin/biomlbench", line 10, in <module>
    sys.exit(main())
             ^^^^^^
  File "/home/runner/biomlbench/biomlbench/cli.py", line 460, in main
    run_agent(args)
  File "/home/runner/biomlbench/biomlbench/agents.py", line 464, in run_agent
    run_group, submission_path = asyncio.run(
                                 ^^^^^^^^^^^^
  File "/home/runner/.local/share/uv/python/cpython-3.12.11-linux-x86_64-gnu/lib/python3.12/asyncio/runners.py", line 195, in run
    return runner.run(main)
           ^^^^^^^^^^^^^^^^
  File "/home/runner/.local/share/uv/python/cpython-3.12.11-linux-x86_64-gnu/lib/python3.12/asyncio/runners.py", line 118, in run
    return self._loop.run_until_complete(task)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/runner/.local/share/uv/python/cpython-3.12.11-linux-x86_64-gnu/lib/python3.12/asyncio/base_events.py", line 691, in run_until_complete
    return future.result()
           ^^^^^^^^^^^^^^^
  File "/home/runner/biomlbench/biomlbench/agents.py", line 417, in run_agent_async
    raise RuntimeError(
RuntimeError: All 1 agent runs failed! This indicates a systematic issue (missing Docker image, API keys, etc.). Check the error messages above and the detailed logs in: /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_biomni

[2025-08-20 01:06:12] Deleting VM: bioml-biomni-polarishub-polaris-adme-fang-hclint-1-a1b05786
[2025-08-20 01:06:12] ❌ Job failed on bioml-biomni-polarishub-tdcommons-lipophilicity-a-2986-dbbefaf1: biomni -> polarishub/tdcommons-lipophilicity-astrazeneca
[2025-08-20 01:06:12] Error output: [2025-08-20 01:01:58,145] [agents.py:461] Running agent 'biomni' on tasks: ['polarishub/tdcommons-lipophilicity-astrazeneca']
[2025-08-20 01:01:58,180] [agents.py:286] Launching run group: 2025-08-20T01-01-58-GMT_run-group_biomni
[2025-08-20 01:01:58,189] [agents.py:297] Using task-specific time limit of 28800s for task polarishub/tdcommons-lipophilicity-astrazeneca
[2025-08-20 01:01:58,190] [agents.py:319] Creating 1 workers to serve 1 tasks...
[2025-08-20 01:01:58,313] [utils.py:159] Container created: task-polarishub-tdcommons-lipophilicity-astrazeneca-2025-08-20T01-01-58-GMT-3b23903bb43d454881cf00629c63758e
[2025-08-20 01:06:10,886] [utils.py:392] Generated submission file: /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_biomni/submission.jsonl
[2025-08-20 01:06:10,886] [agents.py:368] 1 workers ran for 252.70 seconds in total
[2025-08-20 01:06:10,886] [agents.py:369] Results saved to: /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_biomni
[2025-08-20 01:06:10,886] [agents.py:373] ❌ 1/1 runs FAILED!
[2025-08-20 01:06:10,886] [agents.py:374] ✅ 0/1 runs succeeded
[2025-08-20 01:06:11,434] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:06:11,434] [s3_utils.py:108] Compressing 2025-08-20T01-01-58-GMT_run-group_biomni to /tmp/tmp1xce17od.tar.gz
[2025-08-20 01:06:11,436] [s3_utils.py:134] Uploading tmp1xce17od.tar.gz (0.0 MB) to s3://biomlbench/v1/artifacts/failed_runs/2025-08-20T01-01-58-GMT_run-group_biomni.tar.gz
[2025-08-20 01:06:11,532] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/failed_runs/2025-08-20T01-01-58-GMT_run-group_biomni.tar.gz
[2025-08-20 01:06:11,532] [agents.py:381] 📤 Successfully uploaded failed run group artifacts to S3 failed_runs folder
[2025-08-20 01:06:11,532] [agents.py:408] 📋 Check detailed error logs:
[2025-08-20 01:06:11,532] [agents.py:409]    cat /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_biomni/polarishub/tdcommons-lipophilicity-astrazeneca_7053b6c5-1a25-45aa-ab88-5bd41c49fed6/run.log
[2025-08-20 01:06:11,532] [agents.py:413] 🚨 AGENT EXECUTION FAILED - See errors above
Traceback (most recent call last):
  File "/home/runner/biomlbench/.venv/bin/biomlbench", line 10, in <module>
    sys.exit(main())
             ^^^^^^
  File "/home/runner/biomlbench/biomlbench/cli.py", line 460, in main
    run_agent(args)
  File "/home/runner/biomlbench/biomlbench/agents.py", line 464, in run_agent
    run_group, submission_path = asyncio.run(
                                 ^^^^^^^^^^^^
  File "/home/runner/.local/share/uv/python/cpython-3.12.11-linux-x86_64-gnu/lib/python3.12/asyncio/runners.py", line 195, in run
    return runner.run(main)
           ^^^^^^^^^^^^^^^^
  File "/home/runner/.local/share/uv/python/cpython-3.12.11-linux-x86_64-gnu/lib/python3.12/asyncio/runners.py", line 118, in run
    return self._loop.run_until_complete(task)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/runner/.local/share/uv/python/cpython-3.12.11-linux-x86_64-gnu/lib/python3.12/asyncio/base_events.py", line 691, in run_until_complete
    return future.result()
           ^^^^^^^^^^^^^^^
  File "/home/runner/biomlbench/biomlbench/agents.py", line 417, in run_agent_async
    raise RuntimeError(
RuntimeError: All 1 agent runs failed! This indicates a systematic issue (missing Docker image, API keys, etc.). Check the error messages above and the detailed logs in: /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_biomni

[2025-08-20 01:06:12] Deleting VM: bioml-biomni-polarishub-tdcommons-lipophilicity-a-2986-dbbefaf1
[2025-08-20 01:06:12] ❌ Job failed on bioml-biomni-polarishub-tdcommons-bbb-martins-55aeb5cf: biomni -> polarishub/tdcommons-bbb-martins
[2025-08-20 01:06:12] Error output: [2025-08-20 01:01:58,162] [agents.py:461] Running agent 'biomni' on tasks: ['polarishub/tdcommons-bbb-martins']
[2025-08-20 01:01:58,227] [agents.py:286] Launching run group: 2025-08-20T01-01-58-GMT_run-group_biomni
[2025-08-20 01:01:58,235] [agents.py:297] Using task-specific time limit of 28800s for task polarishub/tdcommons-bbb-martins
[2025-08-20 01:01:58,236] [agents.py:319] Creating 1 workers to serve 1 tasks...
[2025-08-20 01:01:58,336] [utils.py:159] Container created: task-polarishub-tdcommons-bbb-martins-2025-08-20T01-01-58-GMT-3578af86edc54b72bad8a6eaa8798e3d
[2025-08-20 01:06:10,834] [utils.py:392] Generated submission file: /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_biomni/submission.jsonl
[2025-08-20 01:06:10,834] [agents.py:368] 1 workers ran for 252.60 seconds in total
[2025-08-20 01:06:10,834] [agents.py:369] Results saved to: /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_biomni
[2025-08-20 01:06:10,834] [agents.py:373] ❌ 1/1 runs FAILED!
[2025-08-20 01:06:10,834] [agents.py:374] ✅ 0/1 runs succeeded
[2025-08-20 01:06:11,394] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:06:11,395] [s3_utils.py:108] Compressing 2025-08-20T01-01-58-GMT_run-group_biomni to /tmp/tmp25zjqhqp.tar.gz
[2025-08-20 01:06:11,398] [s3_utils.py:134] Uploading tmp25zjqhqp.tar.gz (0.0 MB) to s3://biomlbench/v1/artifacts/failed_runs/2025-08-20T01-01-58-GMT_run-group_biomni.tar.gz
[2025-08-20 01:06:11,493] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/failed_runs/2025-08-20T01-01-58-GMT_run-group_biomni.tar.gz
[2025-08-20 01:06:11,493] [agents.py:381] 📤 Successfully uploaded failed run group artifacts to S3 failed_runs folder
[2025-08-20 01:06:11,493] [agents.py:408] 📋 Check detailed error logs:
[2025-08-20 01:06:11,493] [agents.py:409]    cat /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_biomni/polarishub/tdcommons-bbb-martins_7c216099-e455-4eff-8b92-897d25b28cfa/run.log
[2025-08-20 01:06:11,493] [agents.py:413] 🚨 AGENT EXECUTION FAILED - See errors above
Traceback (most recent call last):
  File "/home/runner/biomlbench/.venv/bin/biomlbench", line 10, in <module>
    sys.exit(main())
             ^^^^^^
  File "/home/runner/biomlbench/biomlbench/cli.py", line 460, in main
    run_agent(args)
  File "/home/runner/biomlbench/biomlbench/agents.py", line 464, in run_agent
    run_group, submission_path = asyncio.run(
                                 ^^^^^^^^^^^^
  File "/home/runner/.local/share/uv/python/cpython-3.12.11-linux-x86_64-gnu/lib/python3.12/asyncio/runners.py", line 195, in run
    return runner.run(main)
           ^^^^^^^^^^^^^^^^
